,User_Id,Place_Id,Place_Ratings
7645,230,179,4.0
7646,230,260,3.0
7647,230,173,5.0
7648,230,266,3.0
7649,230,56,2.0
7650,230,343,1.0
7651,230,377,5.0
7652,230,233,4.0
7653,230,310,2.0
7654,230,231,3.0
7655,230,211,1.0
7656,230,396,5.0
7657,230,61,4.0
7658,230,207,4.0
7659,230,146,4.0
7660,230,126,4.0
7661,230,303,1.0
7662,230,294,1.0
7663,230,40,2.0
7664,230,130,2.0
7665,230,115,1.0
7666,230,378,2.0
7667,230,371,1.0
7668,230,74,3.0
7669,230,159,4.0
7670,230,160,5.0
7671,230,46,1.0
7672,230,353,5.0
7673,230,296,4.0
7674,230,214,5.0
7675,230,167,4.0
7676,231,143,4.0
7677,231,82,4.0
7678,231,382,5.0
7679,231,250,1.0
7680,231,367,4.0
7681,231,2,1.0
7682,231,269,2.0
7683,231,376,5.0
7684,231,373,3.0
7685,231,416,3.0
7686,231,388,1.0
7687,231,208,2.0
7688,231,348,3.0
7689,231,385,1.0
7690,231,257,4.0
7691,231,86,5.0
7692,231,3,2.0
7693,231,197,3.0
7694,231,254,4.0
7695,231,274,3.0
7696,231,37,1.0
7697,231,355,5.0
7698,231,157,5.0
7699,231,361,1.0
7700,231,247,3.0
7701,231,100,1.0
7702,231,103,3.0
7703,231,332,4.0
7704,231,352,2.0
7705,231,78,3.0
7706,231,335,5.0
7707,231,183,4.0
7708,231,119,1.0
7709,231,381,1.0
7710,231,301,3.0
7711,231,49,3.0
7712,232,331,2.0
7713,232,215,3.0
7714,232,241,2.0
7715,232,313,3.0
7716,232,255,5.0
7717,232,256,3.0
7718,232,74,2.0
7719,232,21,1.0
7720,232,237,2.0
7721,232,131,5.0
7722,232,78,5.0
7723,232,285,1.0
7724,232,71,2.0
7725,232,22,1.0
7726,232,101,5.0
7727,232,228,5.0
7728,232,383,1.0
7729,232,128,2.0
7730,232,392,5.0
7731,232,70,5.0
7732,232,369,1.0
7733,232,340,3.0
7734,232,367,5.0
7735,232,191,4.0
7736,232,194,3.0
7737,232,240,1.0
7738,232,300,2.0
7739,232,180,1.0
7740,232,5,4.0
7741,233,217,4.0
7742,233,389,1.0
7743,233,85,3.0
7744,233,374,4.0
7745,233,421,1.0
7746,233,417,5.0
7747,233,141,5.0
7748,233,262,3.0
7749,233,105,4.0
7750,233,280,5.0
7751,233,433,3.0
7752,233,242,5.0
7753,233,121,3.0
7754,233,68,5.0
7755,233,253,4.0
7756,233,81,1.0
7757,233,83,3.0
7758,233,376,1.0
7759,233,289,3.0
7760,233,335,5.0
7761,233,121,1.0
7762,233,319,1.0
7763,233,246,1.0
7764,233,380,1.0
7765,233,208,3.0
7766,233,307,4.0
7767,233,48,3.0
7768,233,350,5.0
7769,233,29,3.0
7770,233,425,5.0
7771,233,382,4.0
7772,233,389,2.0
7773,234,190,4.0
7774,234,249,2.0
7775,234,284,4.0
7776,234,130,5.0
7777,234,215,2.0
7778,234,337,4.0
7779,234,157,4.0
7780,234,92,4.0
7781,234,20,1.0
7782,234,213,2.0
7783,234,342,5.0
7784,234,108,5.0
7785,234,47,1.0
7786,234,138,4.0
7787,234,372,2.0
7788,234,220,4.0
7789,234,252,5.0
7790,234,339,1.0
7791,234,97,1.0
7792,234,383,1.0
7793,234,124,1.0
7794,234,98,5.0
7795,234,437,3.0
7796,234,114,4.0
7797,234,269,4.0
7798,234,437,3.0
7799,234,104,2.0
7800,234,314,5.0
7801,234,135,1.0
7802,234,287,3.0
7803,234,402,1.0
7804,234,427,2.0
7805,234,17,2.0
7806,234,226,1.0
7807,234,246,1.0
7808,234,202,4.0
7809,234,277,4.0
7810,235,177,1.0
7811,235,238,4.0
7812,235,267,1.0
7813,235,263,3.0
7814,235,45,1.0
7815,235,216,2.0
7816,235,171,2.0
7817,235,257,1.0
7818,235,1,4.0
7819,235,382,4.0
7820,235,345,4.0
7821,235,81,4.0
7822,235,189,5.0
7823,235,396,4.0
7824,235,232,5.0
7825,235,78,1.0
7826,235,151,1.0
7827,235,245,2.0
7828,235,200,4.0
7829,235,391,1.0
7830,235,201,3.0
7831,235,128,4.0
7832,235,344,5.0
7833,235,387,3.0
7834,235,165,4.0
7835,235,199,3.0
7836,235,408,5.0
7837,235,232,5.0
7838,235,408,4.0
7839,235,48,1.0
7840,235,314,5.0
7841,235,215,4.0
7842,235,361,2.0
7843,236,54,5.0
7844,236,248,2.0
7845,236,70,1.0
7846,236,256,4.0
7847,236,413,1.0
7848,236,308,2.0
7849,236,167,1.0
7850,236,17,2.0
7851,236,181,2.0
7852,236,208,1.0
7853,236,336,4.0
7854,236,332,4.0
7855,236,167,4.0
7856,236,288,1.0
7857,236,377,3.0
7858,236,177,3.0
7859,236,257,3.0
7860,236,17,5.0
7861,236,103,1.0
7862,236,220,5.0
7863,236,237,4.0
7864,236,248,1.0
7865,236,183,4.0
7866,236,409,4.0
7867,236,269,5.0
7868,237,64,1.0
7869,237,61,5.0
7870,237,165,1.0
7871,237,280,4.0
7872,237,206,4.0
7873,237,433,4.0
7874,237,409,3.0
7875,237,274,2.0
7876,237,158,3.0
7877,237,39,1.0
7878,237,230,3.0
7879,237,43,2.0
7880,237,308,1.0
7881,237,276,4.0
7882,237,395,5.0
7883,237,282,5.0
7884,237,218,4.0
7885,237,273,4.0
7886,237,329,3.0
7887,237,9,2.0
7888,237,201,5.0
7889,237,77,2.0
7890,237,23,1.0
7891,237,21,4.0
7892,237,126,1.0
7893,237,381,1.0
7894,237,282,4.0
7895,237,27,1.0
7896,237,25,1.0
7897,237,341,2.0
7898,237,41,3.0
7899,238,193,1.0
7900,238,47,3.0
7901,238,211,3.0
7902,238,431,5.0
7903,238,13,1.0
7904,238,195,1.0
7905,238,188,1.0
7906,238,79,5.0
7907,238,377,5.0
7908,238,430,3.0
7909,238,245,5.0
7910,238,11,3.0
7911,238,316,5.0
7912,238,352,4.0
7913,238,350,3.0
7914,238,68,1.0
7915,238,201,5.0
7916,238,138,5.0
7917,238,264,4.0
7918,238,133,5.0
7919,238,371,3.0
7920,238,138,4.0
7921,238,32,4.0
7922,238,219,1.0
7923,238,64,1.0
7924,238,5,2.0
7925,238,289,3.0
7926,238,58,5.0
7927,238,15,4.0
7928,238,187,2.0
7929,238,245,4.0
7930,239,276,5.0
7931,239,360,2.0
7932,239,19,1.0
7933,239,92,5.0
7934,239,405,3.0
7935,239,117,2.0
7936,239,95,5.0
7937,239,120,5.0
7938,239,184,2.0
7939,239,68,5.0
7940,239,251,5.0
7941,239,224,5.0
7942,239,418,3.0
7943,239,128,1.0
7944,239,294,1.0
7945,239,349,3.0
7946,239,51,1.0
7947,239,16,3.0
7948,239,63,2.0
7949,239,166,3.0
7950,239,123,4.0
7951,239,338,2.0
7952,239,415,2.0
7953,239,21,4.0
7954,239,13,5.0
7955,239,92,1.0
7956,239,265,4.0
7957,239,290,4.0
7958,239,373,2.0
7959,239,114,3.0
7960,239,430,3.0
7961,239,356,5.0
7962,239,281,3.0
7963,239,297,5.0
7964,239,349,1.0
7965,239,391,3.0
7966,240,44,3.0
7967,240,127,3.0
7968,240,3,3.0
7969,240,90,1.0
7970,240,17,3.0
7971,240,376,4.0
7972,240,51,5.0
7973,240,367,4.0
7974,240,218,2.0
7975,240,60,4.0
7976,240,355,3.0
7977,240,140,3.0
7978,240,348,3.0
7979,240,282,5.0
7980,240,210,2.0
7981,240,416,4.0
7982,240,378,5.0
7983,240,19,1.0
7984,240,364,2.0
7985,240,343,2.0
7986,240,313,1.0
7987,240,351,4.0
7988,240,165,4.0
7989,240,426,2.0
7990,240,202,1.0
7991,240,417,5.0
7992,240,173,1.0
7993,240,15,3.0
7994,240,39,5.0
7995,240,170,2.0
7996,240,418,4.0
7997,240,71,1.0
7998,240,50,4.0
7999,240,37,3.0
8000,240,311,3.0
8001,241,177,5.0
8002,241,134,4.0
8003,241,40,5.0
8004,241,165,3.0
8005,241,372,4.0
8006,241,389,2.0
8007,241,372,3.0
8008,241,187,2.0
8009,241,201,5.0
8010,241,25,4.0
8011,241,305,1.0
8012,241,371,3.0
8013,241,183,1.0
8014,241,56,5.0
8015,241,420,3.0
8016,241,375,2.0
8017,241,44,5.0
8018,241,188,3.0
8019,241,42,1.0
8020,241,45,3.0
8021,241,347,1.0
8022,241,347,2.0
8023,241,329,5.0
8024,241,76,1.0
8025,242,167,5.0
8026,242,263,2.0
8027,242,211,5.0
8028,242,102,4.0
8029,242,34,5.0
8030,242,205,4.0
8031,242,8,1.0
8032,242,82,2.0
8033,242,46,1.0
8034,242,435,3.0
8035,242,322,5.0
8036,242,45,2.0
8037,242,422,2.0
8038,242,205,3.0
8039,242,410,3.0
8040,242,224,3.0
8041,242,248,4.0
8042,242,27,4.0
8043,242,34,4.0
8044,242,353,5.0
8045,242,428,5.0
8046,242,383,2.0
8047,242,375,5.0
8048,242,104,1.0
8049,242,40,4.0
8050,242,30,3.0
8051,242,216,1.0
8052,242,376,2.0
8053,242,325,3.0
8054,242,220,4.0
8055,242,3,4.0
8056,242,169,4.0
8057,242,76,5.0
8058,242,235,3.0
8059,242,251,5.0
8060,242,41,4.0
8061,242,347,5.0
8062,242,17,2.0
8063,242,190,4.0
8064,242,347,1.0
8065,242,165,5.0
8066,242,110,4.0
8067,242,300,5.0
8068,242,201,5.0
8069,243,290,3.0
8070,243,405,2.0
8071,243,319,5.0
8072,243,88,1.0
8073,243,156,3.0
8074,243,409,4.0
8075,243,295,4.0
8076,243,88,4.0
8077,243,91,5.0
8078,243,315,1.0
8079,243,132,5.0
8080,243,293,1.0
8081,243,250,1.0
8082,243,20,1.0
8083,243,223,2.0
8084,243,33,1.0
8085,243,201,5.0
8086,243,416,5.0
8087,243,134,5.0
8088,243,277,1.0
8089,243,265,2.0
8090,243,119,1.0
8091,243,239,3.0
8092,243,278,4.0
8093,243,190,1.0
8094,243,332,4.0
8095,243,216,3.0
8096,243,78,4.0
8097,243,82,1.0
8098,243,304,5.0
8099,243,153,4.0
8100,243,317,5.0
8101,244,299,3.0
8102,244,366,5.0
8103,244,227,1.0
8104,244,163,2.0
8105,244,113,3.0
8106,244,304,3.0
8107,244,96,5.0
8108,244,292,3.0
8109,244,244,5.0
8110,244,183,4.0
8111,244,247,1.0
8112,244,331,4.0
8113,244,316,2.0
8114,244,15,1.0
8115,244,384,2.0
8116,244,377,3.0
8117,244,176,4.0
8118,244,160,1.0
8119,244,114,4.0
8120,244,122,4.0
8121,244,326,5.0
8122,244,331,1.0
8123,244,430,3.0
8124,244,319,4.0
8125,244,96,5.0
8126,244,264,3.0
8127,244,114,4.0
8128,244,132,4.0
8129,244,296,2.0
8130,244,349,1.0
8131,244,170,2.0
8132,244,102,3.0
8133,244,211,3.0
8134,245,187,1.0
8135,245,430,2.0
8136,245,213,5.0
8137,245,12,2.0
8138,245,187,3.0
8139,245,141,1.0
8140,245,173,1.0
8141,245,55,1.0
8142,245,198,1.0
8143,245,151,5.0
8144,245,284,5.0
8145,245,15,5.0
8146,245,417,2.0
8147,245,408,4.0
8148,245,250,2.0
8149,245,413,3.0
8150,245,100,1.0
8151,245,228,2.0
8152,245,399,4.0
8153,245,328,3.0
8154,245,142,5.0
8155,245,373,1.0
8156,245,168,3.0
8157,245,384,3.0
8158,245,339,5.0
8159,245,24,2.0
8160,246,325,3.0
8161,246,311,1.0
8162,246,214,5.0
8163,246,312,1.0
8164,246,246,5.0
8165,246,403,2.0
8166,246,260,2.0
8167,246,360,3.0
8168,246,306,3.0
8169,246,262,3.0
8170,246,313,2.0
8171,246,348,5.0
8172,246,55,5.0
8173,246,291,3.0
8174,246,379,1.0
8175,246,316,4.0
8176,246,427,4.0
8177,246,198,4.0
8178,246,93,2.0
8179,246,103,2.0
8180,246,272,3.0
8181,246,298,5.0
8182,246,401,3.0
8183,246,29,1.0
8184,246,36,3.0
8185,246,158,3.0
8186,246,319,4.0
8187,246,197,1.0
8188,246,166,5.0
8189,247,114,3.0
8190,247,78,2.0
8191,247,11,3.0
8192,247,95,5.0
8193,247,297,3.0
8194,247,10,2.0
8195,247,325,5.0
8196,247,429,3.0
8197,247,101,2.0
8198,247,79,3.0
8199,247,294,4.0
8200,247,85,3.0
8201,247,86,4.0
8202,247,140,4.0
8203,247,92,5.0
8204,247,176,3.0
8205,247,374,1.0
8206,247,152,4.0
8207,247,168,4.0
8208,247,434,1.0
8209,247,355,5.0
8210,247,82,1.0
8211,247,187,2.0
8212,247,244,5.0
8213,247,8,2.0
8214,247,269,5.0
8215,247,315,3.0
8216,247,116,5.0
8217,247,272,5.0
8218,247,202,1.0
8219,247,250,5.0
8220,247,69,5.0
8221,247,105,1.0
8222,247,49,1.0
8223,247,4,5.0
8224,247,162,3.0
8225,247,231,3.0
8226,247,40,1.0
8227,247,388,1.0
8228,247,62,1.0
8229,247,87,5.0
8230,247,211,5.0
8231,247,108,1.0
8232,248,346,5.0
8233,248,302,5.0
8234,248,41,4.0
8235,248,305,3.0
8236,248,39,5.0
8237,248,350,2.0
8238,248,243,5.0
8239,248,37,4.0
8240,248,436,5.0
8241,248,218,5.0
8242,248,427,1.0
8243,248,165,1.0
8244,248,162,2.0
8245,248,434,2.0
8246,248,191,5.0
8247,248,413,5.0
8248,248,39,4.0
8249,248,384,1.0
8250,248,127,2.0
8251,248,419,3.0
8252,248,410,3.0
8253,248,372,1.0
8254,248,107,5.0
8255,248,265,4.0
8256,248,359,5.0
8257,248,27,2.0
8258,248,83,5.0
8259,248,134,5.0
8260,248,8,2.0
8261,248,274,4.0
8262,248,17,3.0
8263,248,331,4.0
8264,248,350,4.0
8265,248,86,4.0
8266,249,76,1.0
8267,249,11,1.0
8268,249,49,1.0
8269,249,351,5.0
8270,249,310,5.0
8271,249,157,1.0
8272,249,433,5.0
8273,249,163,3.0
8274,249,167,1.0
8275,249,232,2.0
8276,249,29,4.0
8277,249,152,3.0
8278,249,368,3.0
8279,249,375,1.0
8280,249,354,1.0
8281,249,431,1.0
8282,249,31,4.0
8283,249,424,3.0
8284,249,47,1.0
8285,249,292,1.0
8286,249,353,4.0
8287,249,234,1.0
8288,249,188,3.0
8289,249,213,1.0
8290,249,101,2.0
8291,249,391,1.0
8292,249,44,3.0
8293,250,13,2.0
8294,250,278,4.0
8295,250,240,4.0
8296,250,45,2.0
8297,250,410,3.0
8298,250,174,5.0
8299,250,388,3.0
8300,250,207,1.0
8301,250,165,1.0
8302,250,185,5.0
8303,250,218,5.0
8304,250,257,2.0
8305,250,408,5.0
8306,250,61,2.0
8307,250,241,5.0
8308,250,212,4.0
8309,250,374,4.0
8310,250,117,5.0
8311,250,225,2.0
8312,250,13,1.0
8313,250,354,2.0
8314,250,347,2.0
8315,250,233,5.0
8316,250,369,4.0
8317,250,199,1.0
8318,250,26,4.0
8319,250,91,5.0
8320,250,374,5.0
8321,250,90,4.0
8322,250,179,1.0
8323,250,238,4.0
8324,250,369,3.0
8325,250,255,3.0
8326,250,258,3.0
8327,250,7,4.0
8328,250,226,4.0
8329,250,156,5.0
8330,251,430,2.0
8331,251,212,1.0
8332,251,219,1.0
8333,251,220,4.0
8334,251,341,4.0
8335,251,331,2.0
8336,251,78,3.0
8337,251,325,1.0
8338,251,187,5.0
8339,251,77,4.0
8340,251,158,5.0
8341,251,392,5.0
8342,251,14,3.0
8343,251,191,1.0
8344,251,297,5.0
8345,251,417,3.0
8346,251,387,4.0
8347,251,139,4.0
8348,251,437,5.0
8349,251,18,3.0
8350,251,437,3.0
8351,251,257,2.0
8352,251,142,3.0
8353,251,373,1.0
8354,251,138,2.0
8355,251,273,1.0
8356,251,153,1.0
8357,252,145,3.0
8358,252,114,1.0
8359,252,328,1.0
8360,252,169,3.0
8361,252,200,1.0
8362,252,199,3.0
8363,252,136,5.0
8364,252,154,1.0
8365,252,64,5.0
8366,252,295,4.0
8367,252,360,3.0
8368,252,149,2.0
8369,252,40,5.0
8370,252,259,3.0
8371,252,152,5.0
8372,252,284,5.0
8373,252,125,5.0
8374,252,208,4.0
8375,252,168,2.0
8376,252,101,2.0
8377,252,320,4.0
8378,252,334,2.0
8379,252,73,4.0
8380,252,103,4.0
8381,252,203,2.0
8382,252,138,3.0
8383,253,117,5.0
8384,253,297,2.0
8385,253,264,3.0
8386,253,131,3.0
8387,253,325,4.0
8388,253,136,3.0
8389,253,273,2.0
8390,253,357,4.0
8391,253,414,2.0
8392,253,190,4.0
8393,253,186,3.0
8394,253,359,3.0
8395,253,104,1.0
8396,253,340,1.0
8397,253,8,3.0
8398,253,172,4.0
8399,253,232,5.0
8400,253,218,2.0
8401,253,401,1.0
8402,253,61,2.0
8403,253,257,1.0
8404,253,37,1.0
8405,253,149,5.0
8406,253,158,5.0
8407,253,173,4.0
8408,253,79,1.0
8409,254,180,3.0
8410,254,278,1.0
8411,254,347,3.0
8412,254,169,4.0
8413,254,160,3.0
8414,254,260,2.0
8415,254,355,4.0
8416,254,286,1.0
8417,254,306,2.0
8418,254,36,3.0
8419,254,323,5.0
8420,254,92,4.0
8421,254,363,4.0
8422,254,118,4.0
8423,254,24,1.0
8424,254,377,2.0
8425,254,208,4.0
8426,254,1,5.0
8427,254,349,5.0
8428,254,51,2.0
8429,254,257,4.0
8430,254,194,4.0
8431,254,361,3.0
8432,254,366,1.0
8433,255,425,3.0
8434,255,427,1.0
8435,255,267,1.0
8436,255,3,1.0
8437,255,94,2.0
8438,255,224,2.0
8439,255,25,4.0
8440,255,336,5.0
8441,255,299,3.0
8442,255,240,5.0
8443,255,309,4.0
8444,255,46,3.0
8445,255,267,1.0
8446,255,343,5.0
8447,255,156,1.0
8448,255,183,5.0
8449,255,116,3.0
8450,255,275,2.0
8451,255,403,3.0
8452,255,332,5.0
8453,255,123,5.0
8454,255,320,2.0
8455,255,295,4.0
8456,255,302,4.0
8457,255,423,2.0
8458,255,220,4.0
8459,255,338,1.0
8460,255,242,2.0
8461,255,152,4.0
8462,255,279,3.0
8463,255,432,4.0
8464,255,199,2.0
8465,255,110,4.0
8466,255,393,3.0
8467,256,88,3.0
8468,256,184,1.0
8469,256,205,3.0
8470,256,312,5.0
8471,256,15,4.0
8472,256,416,3.0
8473,256,179,4.0
8474,256,307,5.0
8475,256,173,2.0
8476,256,324,2.0
8477,256,84,1.0
8478,256,395,5.0
8479,256,193,4.0
8480,256,159,1.0
8481,256,143,1.0
8482,256,111,5.0
8483,256,253,5.0
8484,256,258,2.0
8485,256,205,3.0
8486,256,416,5.0
8487,256,320,4.0
8488,256,161,4.0
8489,256,327,5.0
8490,256,152,4.0
8491,256,425,5.0
8492,256,274,2.0
8493,256,141,3.0
8494,256,191,1.0
8495,256,39,3.0
8496,256,345,1.0
8497,256,283,3.0
8498,256,146,2.0
8499,257,147,1.0
8500,257,139,5.0
8501,257,389,1.0
8502,257,374,1.0
8503,257,371,2.0
8504,257,276,4.0
8505,257,254,2.0
8506,257,431,2.0
8507,257,337,5.0
8508,257,202,3.0
8509,257,157,3.0
8510,257,432,4.0
8511,257,43,4.0
8512,257,58,1.0
8513,257,56,2.0
8514,257,433,3.0
8515,257,315,4.0
8516,257,86,4.0
8517,257,221,4.0
8518,257,27,4.0
8519,257,374,3.0
8520,257,269,4.0
8521,257,338,2.0
8522,257,107,1.0
8523,257,141,2.0
8524,257,429,2.0
8525,257,365,5.0
8526,257,223,4.0
8527,257,312,4.0
8528,257,115,5.0
8529,257,386,2.0
8530,257,141,3.0
8531,257,242,2.0
8532,257,108,3.0
8533,257,255,1.0
8534,257,146,5.0
8535,257,398,1.0
8536,258,52,2.0
8537,258,252,5.0
8538,258,344,3.0
8539,258,368,1.0
8540,258,279,5.0
8541,258,6,4.0
8542,258,137,4.0
8543,258,88,3.0
8544,258,397,2.0
8545,258,287,4.0
8546,258,88,2.0
8547,258,32,5.0
8548,258,55,1.0
8549,258,354,5.0
8550,258,272,1.0
8551,258,22,4.0
8552,258,228,2.0
8553,258,417,3.0
8554,258,10,2.0
8555,258,67,2.0
8556,258,164,2.0
8557,258,227,3.0
8558,258,261,5.0
8559,258,403,1.0
8560,258,91,5.0
8561,258,293,1.0
8562,258,335,2.0
8563,258,253,5.0
8564,258,52,4.0
8565,258,122,5.0
8566,258,300,4.0
8567,258,344,5.0
8568,258,380,2.0
8569,258,270,3.0
8570,258,20,1.0
8571,258,286,1.0
8572,258,208,5.0
8573,258,146,5.0
8574,258,368,1.0
8575,258,25,3.0
8576,259,419,4.0
8577,259,199,2.0
8578,259,193,3.0
8579,259,142,4.0
8580,259,188,3.0
8581,259,32,3.0
8582,259,384,1.0
8583,259,256,4.0
8584,259,391,1.0
8585,259,116,1.0
8586,259,135,4.0
8587,259,338,4.0
8588,259,407,4.0
8589,259,253,1.0
8590,259,248,2.0
8591,259,206,5.0
8592,259,8,2.0
8593,259,57,4.0
8594,259,398,5.0
8595,259,86,4.0
8596,259,127,2.0
8597,259,402,3.0
8598,259,216,4.0
8599,260,325,5.0
8600,260,195,4.0
8601,260,229,4.0
8602,260,241,4.0
8603,260,208,5.0
8604,260,389,4.0
8605,260,296,2.0
8606,260,410,3.0
8607,260,101,4.0
8608,260,177,3.0
8609,260,283,4.0
8610,260,256,5.0
8611,260,278,2.0
8612,260,152,1.0
8613,260,194,4.0
8614,260,124,4.0
8615,260,70,2.0
8616,260,377,1.0
8617,260,46,3.0
8618,260,195,3.0
8619,260,117,4.0
8620,260,280,5.0
8621,260,133,3.0
8622,260,333,4.0
8623,260,117,2.0
8624,260,244,2.0
8625,260,207,1.0
8626,260,37,5.0
8627,260,160,1.0
8628,260,381,2.0
8629,260,211,5.0
8630,260,231,4.0
8631,260,224,5.0
8632,260,329,1.0
8633,260,294,2.0
8634,260,217,3.0
8635,260,101,3.0
8636,261,281,3.0
8637,261,309,5.0
8638,261,140,4.0
8639,261,289,3.0
8640,261,121,3.0
8641,261,109,1.0
8642,261,76,2.0
8643,261,159,4.0
8644,261,109,2.0
8645,261,434,3.0
8646,261,119,4.0
8647,261,132,4.0
8648,261,314,3.0
8649,261,393,1.0
8650,261,295,3.0
8651,261,248,2.0
8652,261,55,1.0
8653,261,363,3.0
8654,261,255,1.0
8655,261,44,4.0
8656,261,365,2.0
8657,261,393,4.0
8658,261,306,3.0
8659,261,265,3.0
8660,261,127,5.0
8661,261,20,4.0
8662,261,60,5.0
8663,261,143,3.0
8664,261,218,1.0
8665,261,110,1.0
8666,261,124,1.0
8667,261,79,3.0
8668,261,313,3.0
8669,261,344,3.0
8670,261,120,2.0
8671,261,426,2.0
8672,261,343,1.0
8673,262,305,1.0
8674,262,15,1.0
8675,262,37,2.0
8676,262,363,2.0
8677,262,174,1.0
8678,262,120,5.0
8679,262,8,5.0
8680,262,11,5.0
8681,262,419,3.0
8682,262,247,3.0
8683,262,329,1.0
8684,262,278,4.0
8685,262,68,2.0
8686,262,137,4.0
8687,262,261,5.0
8688,262,395,5.0
8689,262,343,5.0
8690,262,208,3.0
8691,262,263,2.0
8692,262,54,4.0
8693,262,57,3.0
8694,262,396,3.0
8695,262,85,1.0
8696,262,406,1.0
8697,262,314,5.0
8698,262,246,5.0
8699,262,377,4.0
8700,262,412,1.0
8701,262,269,3.0
8702,262,47,1.0
8703,262,43,4.0
8704,262,377,1.0
8705,262,287,5.0
8706,262,67,3.0
8707,262,357,4.0
8708,262,244,5.0
8709,262,396,2.0
8710,263,437,5.0
8711,263,306,5.0
8712,263,416,2.0
8713,263,254,5.0
8714,263,300,1.0
8715,263,268,3.0
8716,263,137,1.0
8717,263,176,2.0
8718,263,93,4.0
8719,263,192,5.0
8720,263,11,1.0
8721,263,39,4.0
8722,263,408,1.0
8723,263,37,1.0
8724,263,65,5.0
8725,263,115,4.0
8726,263,236,5.0
8727,263,189,3.0
8728,263,348,5.0
8729,263,242,3.0
8730,263,240,1.0
8731,263,120,5.0
8732,263,390,1.0
8733,263,49,2.0
8734,263,376,2.0
8735,263,39,4.0
8736,263,417,5.0
8737,263,22,2.0
8738,263,342,1.0
8739,263,236,1.0
8740,263,154,3.0
8741,263,232,5.0
8742,263,409,5.0
8743,263,121,3.0
8744,263,388,3.0
8745,263,181,3.0
8746,263,232,5.0
8747,264,201,4.0
8748,264,298,1.0
8749,264,142,4.0
8750,264,367,3.0
8751,264,363,3.0
8752,264,35,4.0
8753,264,14,1.0
8754,264,63,3.0
8755,264,420,5.0
8756,264,293,5.0
8757,264,351,2.0
8758,264,6,1.0
8759,264,190,2.0
8760,264,254,1.0
8761,264,99,4.0
8762,264,249,4.0
8763,264,134,4.0
8764,264,432,1.0
8765,264,246,5.0
8766,264,113,2.0
8767,264,99,5.0
8768,264,21,4.0
8769,264,161,5.0
8770,264,349,1.0
8771,264,402,1.0
8772,264,238,3.0
8773,264,219,5.0
8774,264,63,2.0
8775,264,273,1.0
8776,264,120,3.0
8777,264,26,2.0
8778,264,308,4.0
8779,264,81,3.0
8780,265,182,5.0
8781,265,35,3.0
8782,265,281,1.0
8783,265,93,1.0
8784,265,102,3.0
8785,265,1,4.0
8786,265,308,3.0
8787,265,293,3.0
8788,265,36,2.0
8789,265,10,3.0
8790,265,424,3.0
8791,265,312,2.0
8792,265,423,1.0
8793,265,188,1.0
8794,265,375,3.0
8795,265,187,4.0
8796,265,396,5.0
8797,265,434,1.0
8798,265,405,3.0
8799,265,156,4.0
8800,265,418,5.0
8801,265,88,3.0
8802,265,144,2.0
8803,265,144,3.0
8804,265,23,2.0
8805,265,420,1.0
8806,265,113,3.0
8807,265,91,5.0
8808,265,317,2.0
8809,265,405,1.0
8810,265,148,4.0
8811,265,250,3.0
8812,265,149,4.0
8813,265,101,1.0
8814,266,344,2.0
8815,266,103,1.0
8816,266,367,4.0
8817,266,324,4.0
8818,266,430,1.0
8819,266,357,5.0
8820,266,304,4.0
8821,266,185,2.0
8822,266,156,4.0
8823,266,74,2.0
8824,266,251,5.0
8825,266,249,3.0
8826,266,268,1.0
8827,266,271,2.0
8828,266,82,4.0
8829,266,360,4.0
8830,266,370,5.0
8831,266,210,5.0
8832,266,378,1.0
8833,266,16,4.0
8834,266,268,4.0
8835,266,32,4.0
8836,266,366,4.0
8837,266,400,1.0
8838,266,336,3.0
8839,266,434,2.0
8840,266,152,4.0
8841,266,151,2.0
8842,267,339,2.0
8843,267,369,2.0
8844,267,301,2.0
8845,267,9,2.0
8846,267,106,4.0
8847,267,418,2.0
8848,267,265,3.0
8849,267,326,2.0
8850,267,268,2.0
8851,267,17,5.0
8852,267,346,2.0
8853,267,140,3.0
8854,267,147,3.0
8855,267,270,3.0
8856,267,400,1.0
8857,267,211,1.0
8858,267,132,4.0
8859,267,246,2.0
8860,267,54,2.0
8861,267,325,1.0
8862,267,26,1.0
8863,267,258,5.0
8864,267,49,5.0
8865,267,134,1.0
8866,267,47,4.0
8867,267,394,3.0
8868,267,255,2.0
8869,267,195,2.0
8870,267,236,5.0
8871,267,260,1.0
8872,267,162,4.0
8873,267,399,2.0
8874,267,216,4.0
8875,267,215,1.0
8876,267,261,3.0
8877,267,382,1.0
8878,267,51,5.0
8879,267,145,5.0
8880,267,3,4.0
8881,267,416,5.0
8882,267,99,4.0
8883,267,56,4.0
8884,267,415,5.0
8885,267,291,4.0
8886,267,182,5.0
8887,267,252,2.0
8888,267,275,4.0
8889,267,190,1.0
8890,267,90,5.0
8891,267,29,1.0
8892,267,390,1.0
8893,267,375,3.0
8894,267,276,5.0
8895,268,338,4.0
8896,268,97,3.0
8897,268,294,4.0
8898,268,377,5.0
8899,268,326,2.0
8900,268,286,5.0
8901,268,62,1.0
8902,268,252,2.0
8903,268,300,4.0
8904,268,423,2.0
8905,268,47,4.0
8906,268,122,1.0
8907,268,140,2.0
8908,268,381,5.0
8909,268,73,2.0
8910,268,102,1.0
8911,268,397,2.0
8912,268,411,4.0
8913,268,280,4.0
8914,268,191,2.0
